tileZeldaWater,880,272,96,96,32,48,0,1,1,4294967295
tileZeldaWater,880,320,96,128,32,16,0,1,1,4294967295
tileZeldaWater,880,336,96,128,32,16,0,1,1,4294967295
tileZeldaWater,880,352,96,128,32,16,0,1,1,4294967295
tileZeldaWater,1328,528,96,112,32,32,0,1,1,4294967295
tileZeldaWater,1344,64,96,112,32,32,0,1,1,4294967295
tileZeldaWater,1344,48,64,96,32,16,0,1,1,4294967295
tileZeldaWater,1328,512,64,96,32,16,0,1,1,4294967295
tileZeldaWater,1344,96,96,128,32,16,0,1,1,4294967295
tileZeldaWater,1344,112,96,128,32,16,0,1,1,4294967295
tileZeldaWater,1344,128,96,128,32,16,0,1,1,4294967295
tileZeldaWater,1344,144,96,128,32,16,0,1,1,4294967295
tileZeldaWater,1328,560,96,128,32,16,0,1,1,4294967295
tileZeldaWater,1328,576,96,128,32,16,0,1,1,4294967295
tileZeldaWater,1328,592,96,128,32,16,0,1,1,4294967295
tileZeldaWater,1328,608,96,128,32,16,0,1,1,4294967295
